candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R560,Frontend Developer,0.2416,0.1415,0.0741
R561,Frontend Developer,0.2519,0.1457,0.0848
R562,ML Engineer,0.3218,0.2053,0.1839
R563,Frontend Developer,0.3778,0.2385,0.3175
R564,ML Engineer,0.4482,0.1345,0.778
R565,ML Engineer,0.4949,0.1846,0.8597
R566,Data Scientist,0.4185,0.0554,0.7858
R567,ML Engineer,0.4906,0.1717,0.8602
R568,Data Scientist,0.2928,0.0533,0.2754
R569,Data Scientist,0.6486,0.3457,0.9684
R570,Frontend Developer,0.7072,0.4217,0.9812
R571,Software Engineer,0.4223,0.067,0.7852
R572,Frontend Developer,0.4132,0.1751,0.5946
R573,Data Analyst,0.4336,0.1008,0.7833
R574,Software Engineer,0.4249,0.0746,0.7848
R575,Data Scientist,0.6473,0.342,0.9685
R576,Backend Developer,0.4456,0.244,0.603
R577,Backend Developer,0.5901,0.2502,0.9531
R578,Software Engineer,0.8464,0.5393,0.9962
R579,Frontend Developer,0.5461,0.2097,0.9253
R580,Data Analyst,0.6178,0.3105,0.9576
R581,Data Analyst,0.5025,0.1932,0.8687
R582,Data Analyst,0.5732,0.2531,0.9379
R583,Backend Developer,0.665,0.395,0.968
R584,Frontend Developer,0.285,0.2051,0.1019
R585,Software Engineer,0.4233,0.07,0.785
R586,Data Analyst,0.6083,0.325,0.9467
R587,ML Engineer,0.5076,0.1629,0.8959
R588,Data Analyst,0.598,0.2941,0.9472
R589,Frontend Developer,0.4175,0.0524,0.786
R590,Software Engineer,0.4472,0.4115,0.334
R591,Data Analyst,0.5571,0.2429,0.9246
R592,Software Engineer,0.6819,0.3886,0.9765
R593,Frontend Developer,0.3294,0.1507,0.2642
R594,Data Analyst,0.7005,0.3682,0.9846
R595,Data Scientist,0.6547,0.3642,0.9683
R596,Frontend Developer,0.705,0.4402,0.9769
R597,Data Analyst,0.3386,0.0656,0.4464
R598,ML Engineer,0.6095,0.2856,0.958
R599,Data Scientist,0.2942,0.2325,0.1011
R600,Data Scientist,0.6313,0.2938,0.9689
R601,Frontend Developer,0.4223,0.0668,0.7852
R602,Software Engineer,0.552,0.2275,0.9249
R603,Data Scientist,0.4857,0.1428,0.8705
R604,Software Engineer,0.4184,0.0552,0.7858
R605,Data Scientist,0.5801,0.3279,0.9085
R606,Software Engineer,0.4198,0.0593,0.7856
R607,Data Scientist,0.5926,0.2577,0.953
R608,Data Scientist,0.5444,0.2333,0.913
R609,Software Engineer,0.4877,0.1632,0.8605
R610,Data Scientist,0.5122,0.1765,0.8955
R611,Backend Developer,0.6005,0.3016,0.947
R612,Data Analyst,0.5397,0.219,0.9134
R613,Backend Developer,0.4524,0.2655,0.6088
R614,ML Engineer,0.6057,0.2743,0.9581
R615,Backend Developer,0.2302,0.1155,0.0759
R616,Software Engineer,0.5769,0.264,0.9377
R617,ML Engineer,0.5305,0.1916,0.9141
R618,Software Engineer,0.5695,0.2418,0.9381
R619,Frontend Developer,0.3043,0.161,0.1821
R620,Backend Developer,0.524,0.2119,0.8944
R621,Frontend Developer,0.5061,0.1848,0.8805
R622,Frontend Developer,0.6876,0.3627,0.9815
R623,ML Engineer,0.559,0.2104,0.9386
R624,Data Scientist,0.6421,0.3262,0.9686
R625,Backend Developer,0.4217,0.065,0.7853
R626,Backend Developer,0.5021,0.2277,0.8326
R627,Software Engineer,0.4624,0.2205,0.713
R628,Software Engineer,0.5103,0.1708,0.8956
R629,ML Engineer,0.5405,0.1928,0.9257
R630,Data Scientist,0.4433,0.1299,0.7818
R631,Backend Developer,0.5713,0.2474,0.938
R632,Data Analyst,0.5668,0.2339,0.9382
R633,Backend Developer,0.4282,0.0845,0.7842
R634,Frontend Developer,0.418,0.0539,0.7859
R635,ML Engineer,0.3453,0.286,0.1614
R636,Data Analyst,0.7471,0.4412,0.989
R637,Software Engineer,0.5004,0.1411,0.8965
R638,ML Engineer,0.4805,0.1271,0.8711
R639,Data Scientist,0.4401,0.1202,0.7823
R640,Software Engineer,0.4825,0.2807,0.7091
R641,Data Analyst,0.4206,0.0617,0.7855
R642,ML Engineer,0.7014,0.3709,0.9846
R643,Software Engineer,0.583,0.2824,0.9373
R644,Software Engineer,0.688,0.3839,0.9793
R645,Data Analyst,0.6017,0.2623,0.9583
R646,Data Analyst,0.3434,0.1926,0.2616
R647,Data Analyst,0.6651,0.3954,0.9679
R648,Backend Developer,0.5326,0.1977,0.9139
R649,Software Engineer,0.3719,0.1308,0.4736
R650,Data Analyst,0.4737,0.2112,0.7737
R651,Data Scientist,0.1795,0.0886,0.0374
R652,Frontend Developer,0.6623,0.387,0.968
R653,ML Engineer,0.6934,0.3468,0.9847
R654,Software Engineer,0.4174,0.0521,0.786
R655,Data Scientist,0.4186,0.0557,0.7858
R656,Data Analyst,0.5564,0.2742,0.9044
R657,Software Engineer,0.3521,0.2147,0.2586
R658,Software Engineer,0.5554,0.1997,0.9388
R659,Data Analyst,0.5288,0.1864,0.9142
R660,Frontend Developer,0.4621,0.3435,0.5209
R661,Frontend Developer,0.3048,0.1979,0.1413
R662,ML Engineer,0.5752,0.259,0.9378
R663,Backend Developer,0.5131,0.3143,0.7624
R664,Backend Developer,0.5446,0.2339,0.913
R665,Frontend Developer,0.3456,0.1767,0.2939
R666,Backend Developer,0.5164,0.1893,0.8951
R667,Data Analyst,0.5004,0.1679,0.8811
R668,Frontend Developer,0.6399,0.3196,0.9687
R669,Data Scientist,0.5033,0.15,0.8962
R670,ML Engineer,0.5604,0.2526,0.9244
R671,Data Scientist,0.2794,0.0881,0.1927
R672,Data Analyst,0.6062,0.3185,0.9468
R673,Software Engineer,0.546,0.2381,0.9129
R674,Backend Developer,0.6297,0.2892,0.969
R675,ML Engineer,0.5896,0.2938,0.9361
R676,Backend Developer,0.6919,0.3958,0.9792
R677,Software Engineer,0.4194,0.0583,0.7856
R678,Software Engineer,0.5312,0.1937,0.914
R679,Data Scientist,0.4212,0.0635,0.7854
R680,Data Analyst,0.4115,0.1511,0.6216
R681,ML Engineer,0.5816,0.2249,0.9534
R682,Frontend Developer,0.6373,0.312,0.9688
R683,Frontend Developer,0.536,0.208,0.9137
R684,Backend Developer,0.4331,0.2993,0.4651
R685,Backend Developer,0.7042,0.4126,0.9812
R686,Data Analyst,0.6171,0.3084,0.9577
R687,Data Scientist,0.5027,0.1747,0.8809
R688,Backend Developer,0.5604,0.3062,0.8934
R689,Backend Developer,0.5259,0.2177,0.8942
R690,Frontend Developer,0.3094,0.2116,0.1408
R691,Data Scientist,0.3124,0.2204,0.1405
R692,Data Analyst,0.388,0.2974,0.2832
R693,Frontend Developer,0.4133,0.0398,0.7866
R694,Software Engineer,0.5323,0.1969,0.914
R695,Data Analyst,0.5766,0.2631,0.9377
R696,Data Analyst,0.3384,0.1554,0.2953
R697,ML Engineer,0.3602,0.2208,0.291
R698,Backend Developer,0.5627,0.2594,0.9242
R699,ML Engineer,0.4196,0.0588,0.7856
R700,Data Analyst,0.4469,0.1407,0.7812
R701,Data Scientist,0.412,0.2695,0.4218
R702,Data Analyst,0.5332,0.1996,0.9139
R703,Frontend Developer,0.7717,0.4751,0.9911
R704,Data Analyst,0.3539,0.1783,0.3269
R705,ML Engineer,0.5759,0.2612,0.9377
R706,Data Analyst,0.5531,0.2594,0.9124
R707,Data Scientist,0.5973,0.2918,0.9472
R708,Backend Developer,0.5686,0.2393,0.9381
R709,Data Analyst,0.692,0.4189,0.9763
R710,Backend Developer,0.5062,0.1587,0.896
R711,Backend Developer,0.538,0.214,0.9135
R712,Data Scientist,0.4369,0.1106,0.7828
R713,Software Engineer,0.5958,0.3208,0.9366
R714,ML Engineer,0.4988,0.182,0.8691
R715,ML Engineer,0.5155,0.1866,0.8952
R716,Backend Developer,0.5083,0.1916,0.8803
R717,Data Scientist,0.5176,0.1927,0.895
R718,Software Engineer,0.5194,0.1583,0.9149
R719,Data Analyst,0.5489,0.2468,0.9127
R720,Software Engineer,0.6463,0.3388,0.9685
R721,Backend Developer,0.5817,0.2785,0.9374
R722,ML Engineer,0.5072,0.1617,0.8959
R723,Backend Developer,0.3682,0.3118,0.195
R724,Frontend Developer,0.5755,0.2599,0.9377
R725,ML Engineer,0.4264,0.0792,0.7845
R726,Data Analyst,0.576,0.2613,0.9377
R727,Backend Developer,0.6057,0.2741,0.9581
R728,Frontend Developer,0.4558,0.2008,0.7143
R729,Data Analyst,0.6873,0.382,0.9793
R730,ML Engineer,0.4222,0.0667,0.7852
R731,Frontend Developer,0.6286,0.2857,0.969
R732,Software Engineer,0.4794,0.2216,0.7707
R733,Data Scientist,0.4276,0.0827,0.7843
R734,Software Engineer,0.5311,0.1933,0.914
R735,ML Engineer,0.4421,0.2347,0.6111
R736,Data Scientist,0.4054,0.1518,0.5964
R737,Data Scientist,0.5018,0.1721,0.881
R738,Backend Developer,0.5389,0.2168,0.9135
R739,Frontend Developer,0.6057,0.2972,0.9524
R740,ML Engineer,0.6362,0.3087,0.9688
R741,Software Engineer,0.5561,0.2753,0.9022
R742,Backend Developer,0.3258,0.2024,0.1949
R743,Data Scientist,0.2445,0.1692,0.0667
R744,ML Engineer,0.4241,0.0724,0.7849
R745,Data Scientist,0.5201,0.2004,0.8947
R746,Software Engineer,0.4143,0.2097,0.5437
R747,Data Scientist,0.3236,0.1958,0.1952
R748,Frontend Developer,0.508,0.1641,0.8958
R749,Data Analyst,0.6214,0.3213,0.9575
R750,ML Engineer,0.7026,0.3744,0.9845
R751,Software Engineer,0.5332,0.3662,0.7562
R752,ML Engineer,0.4231,0.0694,0.785
R753,Frontend Developer,0.536,0.208,0.9137
R754,Software Engineer,0.5762,0.2621,0.9377
R755,ML Engineer,0.4916,0.1605,0.8699
R756,Software Engineer,0.6987,0.3629,0.9846
R757,Software Engineer,0.6567,0.3702,0.9682
R758,Frontend Developer,0.7035,0.3771,0.9845
R759,Backend Developer,0.6417,0.3252,0.9686
R760,Data Analyst,0.5328,0.365,0.7563
R761,Data Analyst,0.6414,0.3243,0.9686
R762,Backend Developer,0.4125,0.3303,0.312
R763,Backend Developer,0.3009,0.0778,0.2738
R764,Data Scientist,0.5248,0.1743,0.9145
R765,Data Scientist,0.4344,0.1032,0.7832
R766,Backend Developer,0.5369,0.2608,0.8797
R767,Data Scientist,0.4716,0.2481,0.7112
R768,Frontend Developer,0.5101,0.1704,0.8956
R769,Software Engineer,0.5662,0.232,0.9383
R770,Data Analyst,0.1766,0.0797,0.0375
R771,Backend Developer,0.3747,0.2823,0.2545
R772,Data Scientist,0.5473,0.2418,0.9128
R773,Software Engineer,0.3235,0.2537,0.1392
R774,Data Scientist,0.2386,0.0783,0.1082
R775,ML Engineer,0.6131,0.5892,0.7362
R776,Frontend Developer,0.5568,0.2039,0.9388
R777,ML Engineer,0.6546,0.3066,0.9771
R778,Software Engineer,0.488,0.4141,0.4935
R779,Frontend Developer,0.3184,0.18,0.196
R780,Data Analyst,0.3154,0.2676,0.1153
R781,ML Engineer,0.4274,0.1822,0.6349
R782,Data Analyst,0.6524,0.3572,0.9683
R783,Frontend Developer,0.1733,0.07,0.0377
R784,Data Analyst,0.5901,0.3579,0.9077
R785,Data Scientist,0.5911,0.3067,0.9369
R786,Data Scientist,0.6496,0.3489,0.9684
R787,Software Engineer,0.5258,0.1774,0.9144
R788,Data Analyst,0.3883,0.115,0.5923
R789,Frontend Developer,0.5714,0.2476,0.938
R790,Software Engineer,0.5391,0.1886,0.9258
R791,Backend Developer,0.3799,0.2896,0.2508
R792,Software Engineer,0.5777,0.2331,0.9481
R793,ML Engineer,0.7015,0.3711,0.9845
R794,Frontend Developer,0.5346,0.2039,0.9138
R795,Backend Developer,0.4277,0.083,0.7843
R796,Frontend Developer,0.4179,0.0536,0.7859
R797,ML Engineer,0.3508,0.2825,0.1772
R798,Backend Developer,0.4355,0.253,0.5585
R799,Frontend Developer,0.5408,0.2225,0.9133
R800,ML Engineer,0.6038,0.2913,0.9525
R801,Data Scientist,0.4155,0.0465,0.7863
R802,Software Engineer,0.2391,0.0799,0.1081
R803,Frontend Developer,0.6128,0.2955,0.9578
R804,Data Analyst,0.4642,0.2139,0.7318
R805,Data Scientist,0.7134,0.4403,0.9811
R806,Data Scientist,0.2106,0.0569,0.0772
R807,Data Analyst,0.6461,0.3384,0.9685
R808,Software Engineer,0.6943,0.383,0.9814
R809,Frontend Developer,0.5647,0.2275,0.9383
R810,Backend Developer,0.1718,0.0653,0.0377
R811,Software Engineer,0.4852,0.1412,0.8706
R812,Data Scientist,0.4979,0.277,0.7676
R813,Backend Developer,0.4203,0.061,0.7855
R814,Data Scientist,0.5549,0.3647,0.8325
R815,Software Engineer,0.5369,0.2106,0.9136
R816,Backend Developer,0.4413,0.3239,0.4631
R817,Frontend Developer,0.4368,0.3354,0.4127
R818,Software Engineer,0.7209,0.4292,0.9843
R819,Frontend Developer,0.8527,0.558,0.9962
R820,Backend Developer,0.5132,0.1795,0.8954
R821,Data Analyst,0.5716,0.248,0.938
R822,Data Analyst,0.4168,0.2338,0.4997
R823,Data Analyst,0.3024,0.2571,0.1004
R824,ML Engineer,0.4929,0.1454,0.8818
R825,Data Scientist,0.5682,0.2381,0.9381
R826,Software Engineer,0.7887,0.4995,0.9922
R827,Data Scientist,0.523,0.1691,0.9146
R828,Data Scientist,0.4285,0.0856,0.7842
R829,Frontend Developer,0.5212,0.1635,0.9148
R830,ML Engineer,0.5675,0.2359,0.9382
R831,Backend Developer,0.5283,0.1848,0.9143
R832,Backend Developer,0.5099,0.2263,0.8527
R833,Data Analyst,0.3297,0.1559,0.2655
R834,Software Engineer,0.451,0.3154,0.5078
R835,Data Scientist,0.3574,0.2305,0.2576
R836,Backend Developer,0.7139,0.4083,0.9844
R837,Backend Developer,0.4211,0.0633,0.7854
R838,Backend Developer,0.3564,0.1593,0.3616
R839,Data Analyst,0.5278,0.2235,0.894
R840,Software Engineer,0.4321,0.0963,0.7836
R841,Backend Developer,0.5248,0.1743,0.9145
R842,Backend Developer,0.4242,0.0727,0.7849
R843,Data Analyst,0.4195,0.0586,0.7856
R844,Frontend Developer,0.4208,0.0625,0.7854
R845,Data Analyst,0.3588,0.2478,0.2453
R846,Backend Developer,0.4237,0.071,0.785
R847,Frontend Developer,0.3681,0.2,0.3383
R848,Data Analyst,0.5714,0.2475,0.938
R849,Data Analyst,0.5878,0.2435,0.9532
R850,ML Engineer,0.6913,0.3938,0.9792
R851,Data Scientist,0.527,0.1811,0.9143
R852,Frontend Developer,0.5725,0.2508,0.9379
R853,Software Engineer,0.3455,0.1703,0.2947
R854,Data Analyst,0.2581,0.0744,0.1505
R855,Data Scientist,0.7037,0.4112,0.9812
R856,Software Engineer,0.4169,0.0506,0.7861
R857,ML Engineer,0.3803,0.246,0.317
R858,Backend Developer,0.6915,0.341,0.9847
R859,Data Analyst,0.2284,0.1353,0.0625
R860,ML Engineer,0.6344,0.3031,0.9688
R861,Frontend Developer,0.5298,0.1893,0.9141
R862,Data Scientist,0.7209,0.4293,0.9843
R863,Data Analyst,0.7006,0.3684,0.9846
R864,Backend Developer,0.1756,0.0767,0.0376
R865,Software Engineer,0.5639,0.2251,0.9384
R866,Frontend Developer,0.571,0.2463,0.938
R867,Backend Developer,0.5382,0.2145,0.9135
R868,Backend Developer,0.5562,0.2018,0.9388
R869,Data Analyst,0.5886,0.2658,0.9476
R870,ML Engineer,0.5411,0.2232,0.9133
R871,Data Analyst,0.5939,0.2616,0.9529
R872,Data Scientist,0.6198,0.3166,0.9576
R873,Software Engineer,0.323,0.069,0.3731
R874,Software Engineer,0.6362,0.3085,0.9688
R875,Data Scientist,0.5745,0.2236,0.9483
R876,Frontend Developer,0.5077,0.1632,0.8959
R877,Backend Developer,0.7062,0.3852,0.9845
R878,Backend Developer,0.6493,0.348,0.9684
R879,Software Engineer,0.4867,0.1267,0.8825
R880,Software Engineer,0.5345,0.2036,0.9138
R881,Frontend Developer,0.4303,0.291,0.4532
R882,Data Scientist,0.4341,0.1024,0.7833
R883,ML Engineer,0.6577,0.3649,0.9677
R884,ML Engineer,0.5242,0.1727,0.9146
R885,Backend Developer,0.4326,0.0979,0.7835
R886,Backend Developer,0.3062,0.202,0.1412
R887,Data Analyst,0.5827,0.2814,0.9373
R888,Backend Developer,0.4137,0.041,0.7866
R889,Frontend Developer,0.3682,0.3118,0.195
R890,ML Engineer,0.5014,0.1899,0.8688
R891,Data Scientist,0.5238,0.1714,0.9146
R892,Data Scientist,0.511,0.1995,0.88
R893,Software Engineer,0.6322,0.2966,0.9689
R894,Software Engineer,0.4903,0.1566,0.87
R895,Data Scientist,0.5499,0.2498,0.9126
R896,Backend Developer,0.4393,0.2261,0.6118
R897,Data Scientist,0.5308,0.1924,0.9141
R898,Backend Developer,0.6321,0.2962,0.9689
R899,Software Engineer,0.4887,0.166,0.8604
R900,ML Engineer,0.5411,0.2232,0.9133
R901,Frontend Developer,0.6102,0.2877,0.9579
R902,Backend Developer,0.6493,0.348,0.9684
R903,ML Engineer,0.566,0.2314,0.9383
R904,Software Engineer,0.5015,0.1445,0.8964
R905,Software Engineer,0.4258,0.0774,0.7846
R906,Data Analyst,0.4472,0.25,0.61
R907,Data Scientist,0.5583,0.2083,0.9387
R908,Data Scientist,0.6346,0.4205,0.9326
R909,Data Scientist,0.3997,0.2326,0.4247
R910,Frontend Developer,0.7507,0.4522,0.989
R911,Software Engineer,0.5567,0.2035,0.9388
R912,Frontend Developer,0.6349,0.3047,0.9688
R913,Backend Developer,0.5911,0.2532,0.953
R914,Data Analyst,0.2606,0.0818,0.1502
R915,Data Analyst,0.5153,0.1858,0.8952
R916,ML Engineer,0.638,0.3141,0.9687
R917,Data Scientist,0.5052,0.1824,0.8806
R918,Data Scientist,0.3346,0.0536,0.4473
R919,Backend Developer,0.594,0.2819,0.9473
R920,Frontend Developer,0.3347,0.2875,0.1379
R921,Data Analyst,0.5107,0.1986,0.8801
R922,Backend Developer,0.5649,0.2282,0.9383
R923,Data Scientist,0.433,0.099,0.7834
R924,ML Engineer,0.4755,0.2586,0.7041
R925,Backend Developer,0.34,0.2699,0.1621
R926,Backend Developer,0.421,0.0631,0.7854
R927,ML Engineer,0.6028,0.3085,0.9469
R928,Software Engineer,0.6912,0.3402,0.9847
R929,Frontend Developer,0.3662,0.1987,0.3403
R930,Data Scientist,0.5681,0.2376,0.9381
R931,ML Engineer,0.3329,0.0487,0.4477
R932,Data Scientist,0.4229,0.0687,0.7851
R933,Software Engineer,0.6156,0.3269,0.952
R934,Data Scientist,0.3458,0.2873,0.1614
R935,Data Analyst,0.5183,0.1948,0.8949
R936,Software Engineer,0.7199,0.4262,0.9843
R937,Data Analyst,0.4618,0.3424,0.521
R938,ML Engineer,0.5566,0.2697,0.9121
R939,Frontend Developer,0.3331,0.1659,0.2649
R940,Data Analyst,0.6572,0.3717,0.9682
R941,Data Analyst,0.4807,0.1277,0.871
R942,ML Engineer,0.6418,0.3253,0.9686
R943,Data Scientist,0.5107,0.172,0.8956
R944,Backend Developer,0.2523,0.1926,0.0662
R945,Backend Developer,0.5366,0.2099,0.9136
R946,Data Analyst,0.4271,0.0814,0.7844
R947,ML Engineer,0.3285,0.188,0.2213
R948,Software Engineer,0.428,0.0841,0.7843
R949,Frontend Developer,0.4666,0.2549,0.6773
R950,Software Engineer,0.5739,0.3289,0.9007
R951,Frontend Developer,0.525,0.1751,0.9145
R952,ML Engineer,0.4216,0.0649,0.7853
R953,Data Analyst,0.4227,0.068,0.7851
R954,Software Engineer,0.4169,0.0507,0.786
R955,Backend Developer,0.6359,0.3076,0.9688
R956,Backend Developer,0.6863,0.3788,0.9793
R957,Backend Developer,0.6594,0.3781,0.9681
R958,Data Analyst,0.4617,0.3422,0.521
R959,ML Engineer,0.5443,0.2043,0.9254
R960,ML Engineer,0.5546,0.197,0.9389
R961,Software Engineer,0.616,0.3051,0.9577
R962,Software Engineer,0.5881,0.2644,0.9476
R963,ML Engineer,0.493,0.1648,0.8697
R964,ML Engineer,0.4174,0.0523,0.786
R965,Backend Developer,0.8324,0.4973,0.9963
R966,Frontend Developer,0.6912,0.3404,0.9847
R967,Software Engineer,0.4263,0.079,0.7845
R968,ML Engineer,0.2501,0.0505,0.1515
R969,ML Engineer,0.5339,0.2016,0.9138
R970,Backend Developer,0.4297,0.089,0.784
R971,Data Analyst,0.2253,0.0758,0.0882
R972,Data Analyst,0.5283,0.2921,0.8337
R973,Data Scientist,0.3791,0.3445,0.1933
R974,Backend Developer,0.6316,0.2949,0.9689
R975,Software Engineer,0.4999,0.1398,0.8965
R976,ML Engineer,0.557,0.2043,0.9388
R977,Backend Developer,0.5491,0.2187,0.9251
R978,Backend Developer,0.5505,0.2514,0.9126
R979,Backend Developer,0.489,0.1526,0.8701
R980,Data Scientist,0.612,0.2932,0.9579
R981,Software Engineer,0.4185,0.0555,0.7858
R982,Backend Developer,0.2783,0.185,0.1025
R983,ML Engineer,0.4349,0.1048,0.7831
R984,Frontend Developer,0.5983,0.275,0.9527
R985,Data Analyst,0.5825,0.2807,0.9373
R986,Data Analyst,0.4219,0.0656,0.7852
R987,Data Scientist,0.5541,0.2336,0.9248
R988,Software Engineer,0.433,0.0989,0.7834
R989,Data Analyst,0.4398,0.1193,0.7823
R990,Data Scientist,0.518,0.2374,0.8596
R991,Frontend Developer,0.1737,0.0711,0.0376
R992,Data Scientist,0.1746,0.0737,0.0376
R993,Software Engineer,0.6974,0.359,0.9846
R994,Data Analyst,0.6067,0.3202,0.9467
R995,Software Engineer,0.5069,0.1608,0.8959
R996,Data Analyst,0.5124,0.258,0.829
R997,Data Scientist,0.596,0.2679,0.9528
R998,Data Scientist,0.5621,0.2197,0.9385
R999,ML Engineer,0.5353,0.2058,0.9137
R1000,Software Engineer,0.3165,0.2329,0.14
R1001,Data Analyst,0.5093,0.2136,0.8679
R1002,Backend Developer,0.4841,0.138,0.8707
R1003,Software Engineer,0.4671,0.1514,0.8131
R1004,Backend Developer,0.5043,0.2701,0.7887
R1005,Backend Developer,0.5379,0.1852,0.9259
R1006,Software Engineer,0.4229,0.0688,0.7851
R1007,Data Scientist,0.4199,0.2846,0.4166
R1008,Data Scientist,0.6216,0.3219,0.9575
R1009,Data Scientist,0.3212,0.2037,0.184
R1010,Data Analyst,0.4594,0.2116,0.7136
R1011,Frontend Developer,0.2582,0.0745,0.1505
R1012,Software Engineer,0.328,0.2675,0.1387
R1013,Data Scientist,0.3709,0.2127,0.3393
R1014,Software Engineer,0.436,0.2543,0.5584
R1015,ML Engineer,0.2717,0.165,0.1031
R1016,ML Engineer,0.6627,0.388,0.968
R1017,Backend Developer,0.7036,0.3773,0.9845
R1018,Software Engineer,0.4546,0.1538,0.7769
R1019,Backend Developer,0.512,0.3111,0.7625
R1020,Data Analyst,0.5131,0.3144,0.7623
R1021,Data Analyst,0.5519,0.2272,0.9249
R1022,Data Scientist,0.4285,0.2605,0.5186
R1023,Data Scientist,0.2764,0.2193,0.083
R1024,ML Engineer,0.3073,0.1843,0.1695
R1025,Backend Developer,0.5882,0.2645,0.9476
R1026,Data Analyst,0.6579,0.3736,0.9682
R1027,Data Scientist,0.1829,0.0986,0.0373
R1028,Data Analyst,0.6453,0.3359,0.9685
R1029,Data Scientist,0.5236,0.1709,0.9146
R1030,Backend Developer,0.5627,0.2213,0.9384
R1031,Backend Developer,0.5114,0.1742,0.8955
R1032,Data Analyst,0.5464,0.2391,0.9129
R1033,Data Analyst,0.5752,0.2256,0.9482
R1034,Data Analyst,0.4379,0.1136,0.7827
R1035,Data Scientist,0.2902,0.2205,0.1015
R1036,Software Engineer,0.5539,0.233,0.9248
R1037,Data Analyst,0.4016,0.2549,0.4068
R1038,Data Scientist,0.608,0.3039,0.9523
R1039,Backend Developer,0.4389,0.4095,0.3066
R1040,Software Engineer,0.5516,0.2548,0.9125
R1041,Backend Developer,0.3608,0.2896,0.1961
R1042,Data Scientist,0.3161,0.2315,0.14
R1043,Software Engineer,0.6548,0.3645,0.9683
R1044,Data Analyst,0.5974,0.2721,0.9527
R1045,ML Engineer,0.4574,0.2471,0.6532
R1046,Data Analyst,0.484,0.1519,0.8609
R1047,Data Scientist,0.3528,0.2885,0.1769
R1048,Software Engineer,0.4651,0.2502,0.6776
R1049,Software Engineer,0.4221,0.0662,0.7852
R1050,ML Engineer,0.5629,0.2601,0.9242
R1051,Frontend Developer,0.5582,0.2078,0.9387
R1052,ML Engineer,0.5177,0.1532,0.915
R1053,Data Scientist,0.4114,0.2091,0.5227
R1054,Frontend Developer,0.2235,0.0706,0.0884
R1055,Backend Developer,0.6983,0.3617,0.9846
R1056,Data Scientist,0.603,0.2891,0.9525
R1057,Data Analyst,0.6407,0.3222,0.9687
R1058,ML Engineer,0.5668,0.2337,0.9382
R1059,Software Engineer,0.7586,0.4358,0.9912
R1060,Data Scientist,0.5037,0.1779,0.8808
R1061,Software Engineer,0.4897,0.1357,0.8822
R1062,Frontend Developer,0.3691,0.168,0.4084
R1063,ML Engineer,0.4363,0.2888,0.4936
R1064,Data Analyst,0.5045,0.1967,0.8612
R1065,Data Analyst,0.3649,0.1555,0.4093
R1066,Backend Developer,0.4935,0.147,0.8818
R1067,Data Scientist,0.238,0.1497,0.067
R1068,ML Engineer,0.3783,0.0601,0.6323
R1069,Backend Developer,0.5086,0.1924,0.8803
R1070,Data Analyst,0.4529,0.3836,0.4089
R1071,Software Engineer,0.56,0.2135,0.9386
R1072,Data Scientist,0.5604,0.2525,0.9244
R1073,Frontend Developer,0.6521,0.3563,0.9683
R1074,Backend Developer,0.5342,0.1742,0.9261
R1075,Software Engineer,0.4647,0.4107,0.4027
R1076,Data Scientist,0.6073,0.302,0.9523
R1077,Data Analyst,0.6089,0.3268,0.9466
R1078,Data Scientist,0.5691,0.2405,0.9381
R1079,Software Engineer,0.5814,0.2442,0.9479
R1080,Data Analyst,0.5717,0.2865,0.9236
R1081,ML Engineer,0.2531,0.1494,0.0847
R1082,Backend Developer,0.311,0.2162,0.1406
